file,generated_caption,go_id,go_name,go_definition,similarity_score
protein_159_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5367637872695923
protein_159_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5215119123458862
protein_159_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins with different domain blocks and interaction clusters, as well as the structural similarity of two proteins with different domain blocks and interaction clusters, as well",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5212469696998596
protein_160_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster.",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5399172306060791
protein_160_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster.",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5295671224594116
protein_160_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster.",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5244587659835815
protein_160_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster.",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5176123380661011
protein_160_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of two proteins in a given domain block or interaction cluster, as well as the structural similarity of two proteins in a given domain block or interaction cluster.",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5138454437255859
protein_161_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each region of the protein matrix.",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.5811243057250977
protein_161_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each region of the protein matrix.",GO:0043522,leucine zipper domain binding,"Binding to a leucine zipper domain, a protein secondary structure exhibiting a periodic repetition of leucine residues at every seventh position over a distance covering eight helical turns.",0.5765643119812012
protein_161_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each region of the protein matrix.",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.557727038860321
protein_161_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each region of the protein matrix.",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5557438135147095
protein_161_description.txt,"Identify repeating motifs, symmetry, and irregular regions in this protein matrix and explain their structural meaning with the help of a protein structure similarity score and a protein structural similarity score for each region of the protein matrix.",GO:0043626,PCNA complex,"A protein complex composed of three identical PCNA monomers, each comprising two similar domains, which are joined in a head-to-tail arrangement to form a homotrimer. Forms a ring-like structure in solution, with a central hole sufficiently large to accommodate the double helix of DNA. Originally characterized as a DNA sliding clamp for replicative DNA polymerases and as an essential component of the replisome, and has also been shown to be involved in other processes including Okazaki fragment processing, DNA repair, translesion DNA synthesis, DNA methylation, chromatin remodeling and cell cycle regulation.",0.5517667531967163
protein_162_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other,",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5408538579940796
protein_162_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other,",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5400627851486206
protein_162_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other,",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5340050458908081
protein_162_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other,",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5308196544647217
protein_162_description.txt,"a protein similarity matrix is a graph of structural similarity between two proteins that are structurally similar to each other, but differ in their domain blocks and interaction clusters if the two proteins are structurally similar to each other,",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5157510638237
protein_163_description.txt,"Identify the patterns of structural similarity between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters for a given protein domain block and interaction clusters for a given protein domain block and interaction",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5455024838447571
protein_163_description.txt,"Identify the patterns of structural similarity between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters for a given protein domain block and interaction clusters for a given protein domain block and interaction",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5421580076217651
protein_163_description.txt,"Identify the patterns of structural similarity between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters for a given protein domain block and interaction clusters for a given protein domain block and interaction",GO:0018419,protein catenane formation,"The aggregation, arrangement and bonding together of a protein structure comprising two or more rings that are interlocked but not covalently joined; resembling the links of a chain.",0.5288062691688538
protein_163_description.txt,"Identify the patterns of structural similarity between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters for a given protein domain block and interaction clusters for a given protein domain block and interaction",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5282403826713562
protein_163_description.txt,"Identify the patterns of structural similarity between two proteins, and how they relate to each other in terms of structural similarity and interaction clusters for a given protein domain block and interaction clusters for a given protein domain block and interaction",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5196849703788757
protein_164_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5420289039611816
protein_164_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5283989906311035
protein_164_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5224515795707703
protein_164_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5168547630310059
protein_164_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5164265036582947
protein_165_description.txt,"Identify the most common structural patterns in this protein similarity matrix, focusing on diagonal regions, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity between the pairs of proteins",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5719144344329834
protein_165_description.txt,"Identify the most common structural patterns in this protein similarity matrix, focusing on diagonal regions, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity between the pairs of proteins",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.567461371421814
protein_165_description.txt,"Identify the most common structural patterns in this protein similarity matrix, focusing on diagonal regions, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity between the pairs of proteins",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.563798189163208
protein_165_description.txt,"Identify the most common structural patterns in this protein similarity matrix, focusing on diagonal regions, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity between the pairs of proteins",GO:0035877,death effector domain binding,"Binding to a DED domain (death effector domain) of a protein, a homotypic protein interaction module composed of a bundle of six alpha-helices that is related in structure to the death domain (DD).",0.5615838766098022
protein_165_description.txt,"Identify the most common structural patterns in this protein similarity matrix, focusing on diagonal regions, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity between the pairs of proteins",GO:0071889,14-3-3 protein binding,"Binding to a 14-3-3 protein. A 14-3-3 protein is any of a large family of approximately 30kDa acidic proteins which exist primarily as homo- and heterodimers within all eukaryotic cells, and have been implicated in the modulation of distinct biological processes by binding to specific phosphorylated sites on diverse target proteins, thereby forcing conformational changes or influencing interactions between their targets and other molecules. Each 14-3-3 protein sequence can be roughly divided into three sections: a divergent amino terminus, the conserved core region and a divergent carboxy-terminus. The conserved middle core region of the 14-3-3s encodes an amphipathic groove that forms the main functional domain, a cradle for interacting with client proteins.",0.5598437786102295
protein_166_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5420289039611816
protein_166_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5283989906311035
protein_166_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5224515795707703
protein_166_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5168547630310059
protein_166_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins in a given domain block or interaction cluster, as well as the structural similarity between two proteins in a given domain block or interaction cluster,",GO:0140517,protein-RNA adaptor activity,"The binding activity of a protein that brings together another protein and an RNA, permitting those molecules to function in a coordinated way.",0.5164265036582947
protein_167_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other but not identical",GO:0030911,TPR domain binding,"Binding to a tetratricopeptide repeat (TPR) domain of a protein, the consensus sequence of which is defined by a pattern of small and large hydrophobic amino acids and a structure composed of helices.",0.6071284413337708
protein_167_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other but not identical",GO:0005602,complement component C1 complex,"A protein complex composed of six subunits of C1q, each formed of the three homologous polypeptide chains C1QA, C1QB, and C1QB, and tetramer of two C1QR and two C1QS polypeptide chains.",0.5883585214614868
protein_167_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other but not identical",GO:0071571,obsolete LRR domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by an LRR (leucine-rich repeat) domain interaction.,0.5852870941162109
protein_167_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other but not identical",GO:0042765,GPI-anchor transamidase complex,"An enzyme complex which in humans and yeast consists of at least five proteins; for example, the complex contains GAA1, GPI8, PIG-S, PIG-U, and PIG-T in human, and Gaa1p, Gab1p, Gpi8p, Gpi16p, and Gpi17p in yeast. Catalyzes the posttranslational attachment of the carboxy-terminus of a precursor protein to a GPI-anchor.",0.5804778337478638
protein_167_description.txt,"a protein matrix with repeating motifs, symmetry, and irregular regions can be used to identify structural similarities between proteins in the same or different domains of the same protein complexes that are homologous to each other but not identical",GO:0018419,protein catenane formation,"The aggregation, arrangement and bonding together of a protein structure comprising two or more rings that are interlocked but not covalently joined; resembling the links of a chain.",0.5794036984443665
protein_168_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to other proteins in a given protein domain or interaction network, as well as the structural similarity of a protein to other proteins in the same network",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5480263233184814
protein_168_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to other proteins in a given protein domain or interaction network, as well as the structural similarity of a protein to other proteins in the same network",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5279248952865601
protein_168_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to other proteins in a given protein domain or interaction network, as well as the structural similarity of a protein to other proteins in the same network",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.5190428495407104
protein_168_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to other proteins in a given protein domain or interaction network, as well as the structural similarity of a protein to other proteins in the same network",GO:0044183,protein folding chaperone,Binding to a protein or a protein-containing complex to assist the protein folding process.,0.5129314064979553
protein_168_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to other proteins in a given protein domain or interaction network, as well as the structural similarity of a protein to other proteins in the same network",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.509351372718811
protein_169_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of domain blocks and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, but different in terms of interactions",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.591771125793457
protein_169_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of domain blocks and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, but different in terms of interactions",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5650701522827148
protein_169_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of domain blocks and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, but different in terms of interactions",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5540823340415955
protein_169_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of domain blocks and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, but different in terms of interactions",GO:0005515,protein binding,Binding to a protein.,0.5426403880119324
protein_169_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of domain blocks and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, but different in terms of interactions",GO:0090665,glycoprotein complex,"A protein complex containing at least one glycosylated protein, may be held together by both covalent and noncovalent bonds.",0.5413503646850586
protein_170_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, domain blocks",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5710973143577576
protein_170_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, domain blocks",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5569543838500977
protein_170_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, domain blocks",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5522547960281372
protein_170_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, domain blocks",GO:0071535,RING-like zinc finger domain binding,Binding to a RING-like zinc finger domain domain of a protein. The RING-like domain is a zinc finger domain that is related to the C3HC4 RING finger domain.,0.5412059426307678
protein_170_description.txt,"Identify the structural similarities between two proteins, and how they relate to each other in terms of structural similarity, domain blocks, and interaction clusters for each pair of proteins that are similar to each other in terms of structural similarity, domain blocks",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.5383062362670898
protein_171_description.txt,"Identify patterns of structural similarity between two proteins, and compare their structural similarity to other proteins in the same domain block or interaction clusters by comparing the structural similarity matrix with the structural similarity matrix for each protein in the dataset",GO:0097161,DH domain binding,"Binding to a DH (Dbl homology) domain of a protein. The DH domain contains three structurally conserved regions separated by more variable regions. It is composed of 11 alpha helices that are folded into a flattened, elongated alpha-helix bundle in which two of the three conserved regions, conserved region 1 (CR1) and conserved region 3 (CR3), are exposed near the centre of one surface. CR1 and CR3, together with a part of alpha-6 and the DH/PH (pleckstrin homology) junction site, constitute the Rho GTPase interacting pocket.",0.541022777557373
protein_171_description.txt,"Identify patterns of structural similarity between two proteins, and compare their structural similarity to other proteins in the same domain block or interaction clusters by comparing the structural similarity matrix with the structural similarity matrix for each protein in the dataset",GO:0050700,CARD domain binding,"Binding to a CARD (N-terminal caspase recruitment) domain, a protein-protein interaction domain that belongs to the death domain-fold superfamily. These protein molecule families are similar in structure with each consisting of six or seven anti-parallel alpha-helices that form highly specific homophilic interactions between signaling partners. CARD exists in the N-terminal prodomains of several caspases and in apoptosis-regulatory proteins and mediates the assembly of CARD-containing proteins that participate in activation or suppression of CARD carrying members of the caspase family.",0.5403316020965576
protein_171_description.txt,"Identify patterns of structural similarity between two proteins, and compare their structural similarity to other proteins in the same domain block or interaction clusters by comparing the structural similarity matrix with the structural similarity matrix for each protein in the dataset",GO:0042802,identical protein binding,Binding to an identical protein or proteins.,0.5332316160202026
protein_171_description.txt,"Identify patterns of structural similarity between two proteins, and compare their structural similarity to other proteins in the same domain block or interaction clusters by comparing the structural similarity matrix with the structural similarity matrix for each protein in the dataset",GO:0031264,death-inducing signaling complex,"A protein complex formed by the association of signaling proteins with a death receptor upon ligand binding. The complex includes procaspases and death domain-containing proteins in addition to the ligand-bound receptor, and may control the activation of caspases 8 and 10.",0.5296239256858826
protein_171_description.txt,"Identify patterns of structural similarity between two proteins, and compare their structural similarity to other proteins in the same domain block or interaction clusters by comparing the structural similarity matrix with the structural similarity matrix for each protein in the dataset",GO:0042731,PH domain binding,"Binding to a PH domain (pleckstrin homology) of a protein, a domain of about 100 residues that occurs in a wide range of proteins involved in intracellular signaling or as constituents of the cytoskeleton.",0.5272108912467957
protein_172_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins, based on their amino acid sequences and their interaction clusters with other proteins in the same domain block or interaction clusters of a protein",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5535049438476562
protein_172_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins, based on their amino acid sequences and their interaction clusters with other proteins in the same domain block or interaction clusters of a protein",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.5450664758682251
protein_172_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins, based on their amino acid sequences and their interaction clusters with other proteins in the same domain block or interaction clusters of a protein",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5441182255744934
protein_172_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins, based on their amino acid sequences and their interaction clusters with other proteins in the same domain block or interaction clusters of a protein",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5433318614959717
protein_172_description.txt,"a protein similarity matrix is a graph that shows the structural similarity between two proteins, based on their amino acid sequences and their interaction clusters with other proteins in the same domain block or interaction clusters of a protein",GO:0042765,GPI-anchor transamidase complex,"An enzyme complex which in humans and yeast consists of at least five proteins; for example, the complex contains GAA1, GPI8, PIG-S, PIG-U, and PIG-T in human, and Gaa1p, Gab1p, Gpi8p, Gpi16p, and Gpi17p in yeast. Catalyzes the posttranslational attachment of the carboxy-terminus of a precursor protein to a GPI-anchor.",0.5396029949188232
protein_173_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given domain block or interaction cluster, as well as the structural similarity of a protein to another protein in a given region",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5304735898971558
protein_173_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given domain block or interaction cluster, as well as the structural similarity of a protein to another protein in a given region",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5248110294342041
protein_173_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given domain block or interaction cluster, as well as the structural similarity of a protein to another protein in a given region",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.5156286954879761
protein_173_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given domain block or interaction cluster, as well as the structural similarity of a protein to another protein in a given region",GO:0042803,protein homodimerization activity,Binding to an identical protein to form a homodimer.,0.5090996026992798
protein_173_description.txt,"a protein similarity matrix is a graph that shows the structural similarity of a protein to another protein in a given domain block or interaction cluster, as well as the structural similarity of a protein to another protein in a given region",GO:0042765,GPI-anchor transamidase complex,"An enzyme complex which in humans and yeast consists of at least five proteins; for example, the complex contains GAA1, GPI8, PIG-S, PIG-U, and PIG-T in human, and Gaa1p, Gab1p, Gpi8p, Gpi16p, and Gpi17p in yeast. Catalyzes the posttranslational attachment of the carboxy-terminus of a precursor protein to a GPI-anchor.",0.5087406635284424
protein_174_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a specific domain or interaction, and how it compares to other proteins in the same domain or interaction for a protein",GO:0046983,protein dimerization activity,"The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits.",0.5415782332420349
protein_174_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a specific domain or interaction, and how it compares to other proteins in the same domain or interaction for a protein",GO:0180014,protein-tRNA adaptor activity,"The binding activity of a protein that brings together another protein and a tRNA, permitting those molecules to function in a coordinated way.",0.5018686056137085
protein_174_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a specific domain or interaction, and how it compares to other proteins in the same domain or interaction for a protein",GO:0071536,obsolete RING-like zinc finger domain-mediated complex assembly,OBSOLETE. A process of protein complex assembly in which the arrangement and bonding together of the set of components that form the protein complex is mediated by a RING-like zinc finger domain interaction.,0.49399256706237793
protein_174_description.txt,"a protein structural similarity matrix is a graph that shows the structural similarity of a protein to another protein in a specific domain or interaction, and how it compares to other proteins in the same domain or interaction for a protein",GO:0098637,protein complex involved in cell-matrix adhesion,Any protein complex that is capable of carrying out some part of the process of cell-matrix adhesion.,0.49341660737991333
